,AUC1_1,AUC2_1,AUC3_1,AUC4_1,AUC5_1,AUC6_1,AUC1_2,AUC2_2,AUC3_2,AUC4_2,AUC5_2,AUC6_2,AUC1_3,AUC2_3,AUC3_3,AUC4_3,AUC5_3,AUC6_3,AP1_1,AP2_1,AP3_1,AP4_1,AP5_1,AP6_1,AP1_2,AP2_2,AP3_2,AP4_2,AP5_2,AP6_2,AP1_3,AP2_3,AP3_3,AP4_3,AP5_3,AP6_3,SP1_1,SP2_1,SP3_1,SP4_1,SP5_1,SP6_1,HSIC1,HSIC2,HSIC3,HSIC4,HSIC5,HSIC6,pHSIC1,pHSIC2,pHSIC3,pHSIC4,pHSIC5,pHSIC6,cor1,cor2,cor3,cor4,cor5,cor6
0,0.6288439652959685,0.6349238427031612,0.6206656082299686,0.5858962601714464,0.6306846209941033,0.6305720487719471,0.5903788076407486,0.599494762535626,0.5804129393370048,0.6211336589495725,0.5959819770785693,0.6107088474492335,0.6313393687530398,0.6238900493490125,0.6172548609163127,0.6989451286464605,0.6308633085775517,0.6496864701517882,0.6191719210835519,0.6265686922087144,0.6118430233872402,0.5744777382151762,0.6202706406625311,0.6126388574345478,0.560605628516973,0.562656047075107,0.5365773116987096,0.5620581430965704,0.560058310504601,0.5569226126626077,0.579477908888832,0.572289204119399,0.5630877421432325,0.6122436093063004,0.5782123412235108,0.5869326975003416,0.482229851835451,0.4525979514105525,0.44707708105871935,0.5977643504916655,0.49883517467122473,0.5384442423880799,0.0010432761628180742,3.4823060559574515e-06,0.002970291767269373,1.2572501873364672e-05,0.0008230166858993471,0.0033376978244632483,1.7905348923149913e-64,0.7232944239205872,0.0,0.464539608112686,1.003307502892234e-32,3.0541875909763067e-90,0.3157802224159241,0.010141781531274319,0.39999863505363464,0.035063501447439194,0.378018319606781,0.33869341015815735
1,0.6566829937482864,0.6710346245082647,0.6517227084473094,0.5793448150145417,0.6642449296894044,0.6590196624587351,0.5769637599084791,0.5472574972700611,0.5476675353143922,0.61142975783836,0.5524915565001817,0.5510748389478332,0.5929502220133492,0.5640667609305291,0.5716756027615679,0.6916607395349632,0.5643981458368736,0.5662005397270142,0.6447282894644641,0.6697222856150686,0.6383683114012287,0.5700592233294017,0.6695021341077725,0.6490679615861302,0.5462943920813517,0.5236919042947218,0.516575947574008,0.5515787860263403,0.5250437731967562,0.5201625828025142,0.552796527908171,0.531990963636255,0.5341749137172732,0.5998901217585934,0.5275819794805792,0.5277179877719602,0.4368070175971985,0.35800761644591467,0.3935899609254826,0.6219087123576617,0.39339494407642966,0.39815491344661885,0.0012369586620479822,5.777898422820726e-06,0.003122504334896803,1.2917623280372936e-05,0.0014021365204825997,0.003899090224877,1.74903216271337e-77,0.6659082880569016,0.0,0.43751097048445386,1.0138545274351976e-53,1.5703341016079472e-96,0.45510226488113403,0.022157059982419014,0.37529808282852173,0.029244836419820786,0.6402673125267029,0.5042761564254761
2,0.6524390769766691,0.6564074651524197,0.6536696070589707,0.6096853487125461,0.6540305540947069,0.6489168206899001,0.5709622961427397,0.6170844549277426,0.5744307947236491,0.6106191914073731,0.5855822213185972,0.5875909771890868,0.6062427596048628,0.636883971454692,0.6093931360804759,0.6766307999025829,0.6193760869712174,0.6185723733284316,0.6519241604968256,0.6603939960045211,0.6450915364193541,0.5971065663303945,0.6536591775595655,0.6460113939019283,0.5440177841206429,0.5703055279153371,0.5307873646533423,0.5546877488593283,0.5496856564014159,0.5433061500468875,0.5574435128995314,0.5779930773563781,0.5573982154844334,0.5946433183232026,0.5645718726938875,0.5636935337404484,0.456679103792483,0.501383820382395,0.45428637088736845,0.5856873535041744,0.497475130727847,0.498097513900296,0.0013768872013315558,5.060173862148076e-06,0.0033629117533564568,1.607288868399337e-05,0.00039381071110256016,0.006077396683394909,4.4169689234134295e-88,0.48647078445136493,0.0,0.47046651466923894,1.0242962646777117e-16,6.72615832763513e-204,0.39498549699783325,0.03764534741640091,0.4171716868877411,0.03456513583660126,0.5955615043640137,0.39567163586616516
3,0.6450204301900885,0.653431905474052,0.6435878519986948,0.5863855010653538,0.6471169786527853,0.6405819354016847,0.5724202784432023,0.5953040311219626,0.5854848175855213,0.6364421562655693,0.5779687514218473,0.5857619338488382,0.6041387184804888,0.6214568951347798,0.6153458398311755,0.7285680920543761,0.6061197410133562,0.6199074725754091,0.6207567388456645,0.6341563362765136,0.6194094323606655,0.5696260847486853,0.6286635929281112,0.6128417185858398,0.5446011567924005,0.5583351660689535,0.5404303138155874,0.57262552858096,0.5446471249155161,0.538942488975209,0.5533330390193018,0.5652344987198598,0.5562299572192189,0.630775897282135,0.5491578185044121,0.5584153959832342,0.4418706627987289,0.4593368800525325,0.46925109362494954,0.677475189573542,0.45177074610694196,0.4907422501719953,0.0011847153073176742,5.7888364608515985e-06,0.0028729820623993874,9.649830644775648e-06,0.0015566869406029582,0.0031024953350424767,1.554116884067152e-69,0.5109755880175286,0.0,0.7968379513872235,7.120132214441946e-63,2.4443363826198638e-77,0.36949703097343445,0.016661865636706352,0.3259525001049042,0.02843759022653103,0.517500638961792,0.3411370813846588
4,0.6389757411939545,0.650978047092829,0.6373305513705867,0.5896324025659728,0.6334778212749421,0.6342398501250945,0.5830186122980466,0.5680947101441504,0.5611696874639214,0.570538398353144,0.530488867761332,0.5665923302973159,0.6146427769306426,0.5895617400624953,0.5913215712635507,0.612422153031927,0.5566522034205191,0.6020241315743485,0.6315844581044902,0.6469584290480352,0.6272497352372489,0.5751533916470414,0.6246756686203028,0.6203633403600926,0.5539649301198349,0.5380422938629407,0.5272316081348547,0.5272623637443935,0.5090235718756653,0.5261606378570833,0.567367607469561,0.5437218938445036,0.5410473311896074,0.5471109854691245,0.5155175093272514,0.5468555724239589,0.4970629792257147,0.4487325397851472,0.4416536007492845,0.46803894774724747,0.3875749103179893,0.47856041968847407,0.0011007816065102816,3.2899306461331435e-06,0.0030900933779776096,1.3117554772179574e-05,0.0021880334243178368,0.0024840410333126783,4.987013869902021e-72,0.8856593749513335,0.0,0.5068530688759236,2.3146750047366454e-95,2.409778600174553e-74,0.3125130832195282,0.017685841768980026,0.36847108602523804,0.03365369513630867,0.671081006526947,0.3557104766368866
5,0.6667980021182177,0.6771577374303697,0.6628719380414954,0.6219238505435326,0.671640669778889,0.6660837738485649,0.5874562931345545,0.5845626808507678,0.5801824834569075,0.5902104255528529,0.5799674018820905,0.5871968560917448,0.616728933836576,0.6042009663929447,0.6102833871267552,0.6481095536918657,0.6062137535548887,0.6245749908798033,0.6602952023585232,0.6760496364047469,0.6671335530276691,0.6035819653567599,0.6707791060028465,0.6550145084922996,0.5579332345524087,0.5566903935624666,0.5402873392621939,0.5473677034423388,0.5512857405573047,0.5445385698396955,0.5690011464288751,0.5602663077396047,0.5616244163501453,0.5779999212258604,0.5577399759260809,0.5710839542634535,0.47353570631995934,0.43323488968672297,0.4645650477354034,0.5185164749910017,0.47170889378639275,0.4971884171770881,0.0011027458822354674,5.019425316277193e-06,0.0027987349312752485,1.779382728273049e-05,0.0013629457680508494,0.004094712436199188,1.950074347873474e-68,0.557760247220938,0.0,0.6141679024721323,5.96234332377231e-66,7.187912450148929e-148,0.41132980585098267,0.12546198070049286,0.37034085392951965,0.03470313549041748,0.31334590911865234,0.3510727286338806
6,0.6373648835861285,0.632716063023446,0.6264040080640637,0.5420405404486571,0.630024465016344,0.6244148496742248,0.5384949642983725,0.5660230249664971,0.57078291910389,0.5293567814127459,0.576365634918235,0.5770901754279867,0.5678800830169516,0.5856539611650715,0.5934891224506549,0.5540002870764832,0.6055661460397221,0.603736133166047,0.6175295867660087,0.6198533204009727,0.6054419693436449,0.5368425526485415,0.6138951858892053,0.6105145610185094,0.5166788753352182,0.5295999528829712,0.5307216225604313,0.5110859520598968,0.5417177745518325,0.5315854019096004,0.5255011578546791,0.5365766604938311,0.5401201435823189,0.5219372079790493,0.5498459876049804,0.540944321334749,0.3947297783261373,0.40939124752064604,0.43176407824060126,0.22522362799387233,0.4870605983058189,0.47704960544486763,0.0010518113849684596,8.945903573476244e-06,0.0027156753931194544,1.0379331797594205e-05,0.0009298649965785444,0.004816855303943157,3.552914648675825e-69,0.28075330099599394,0.0,0.7252390880890647,2.618387586697358e-49,4.361074740072736e-106,0.292753666639328,0.022305676713585854,0.35730305314064026,0.0237788874655962,0.5797832012176514,0.4840138256549835
7,0.647522381135208,0.6332249110955994,0.635383718631594,0.5792105720994476,0.6361543222079192,0.6287826118612292,0.5460299052710825,0.5541796578461761,0.5778170548519432,0.5897025542425471,0.5731014518200617,0.5735293408697041,0.5641349209201849,0.5822385640999269,0.6092407706108823,0.6471571650246665,0.587197761586101,0.5930592010805024,0.6277565088532471,0.6179375359898351,0.6133325672982876,0.5673106304178648,0.6227990087566465,0.6103086142863521,0.5201703577994694,0.5203055806619152,0.5324214444901058,0.5394789268642158,0.5332513059648833,0.52574155482272,0.5190059505838704,0.5306241837514908,0.5506108828100735,0.5645359392620721,0.5354856194226514,0.5341104904720875,0.3945294116759044,0.4272298675022813,0.47940110954416115,0.5558328868419073,0.4497234806981279,0.46014963191211133,0.000759121379815042,3.4541694731160533e-06,0.0029363769572228193,1.6373529433622025e-05,0.0018178555183112621,0.004931467119604349,1.1990228452593289e-43,0.7850192129522958,0.0,0.48977318308105877,1.511045349977643e-67,4.671501499821937e-115,0.31861230731010437,0.013835408724844456,0.38989272713661194,0.05027458444237709,0.6561555862426758,0.6778823137283325
8,0.6515185530135943,0.6588038672752118,0.6421989883680967,0.6090226670208952,0.6457022763234708,0.6423561159263764,0.5871334187596273,0.597953510363888,0.5714814548262315,0.635798984867031,0.5377595893819571,0.5899946713402244,0.6188466396522214,0.6332808745308525,0.606893460379213,0.7202068938136897,0.5607162611613489,0.6153807561452362,0.6462932140265477,0.6569218290562289,0.6412516248154841,0.5963369719218121,0.6432954296418658,0.6360713941892634,0.5557682783544619,0.5605987375504999,0.5338274126339306,0.5780015737832204,0.5148739291229281,0.5398037488453982,0.5705963444565348,0.577810009710803,0.5556013584164526,0.6300038880219111,0.5226622324967282,0.5569285695232505,0.5006955941855521,0.5112339559053574,0.47182336316646606,0.666443249559751,0.39568021929002856,0.511729696298764,0.0013782918686047196,4.719649950857274e-06,0.003053640481084585,8.147096195898484e-06,0.002142667770385742,0.0038276107516139746,3.2304200953739637e-87,0.6209347724365373,0.0,0.661356470878997,1.6025942366221652e-102,3.597424454670701e-126,0.3924967050552368,0.020651746541261673,0.43038612604141235,0.034823983907699585,0.6661533117294312,0.41135579347610474
9,0.6305317826476996,0.6397354009141782,0.6265259088384809,0.5792563757529157,0.6275833440129863,0.6235251826220684,0.5849474131572459,0.6056375784358738,0.6037177328843996,0.6015100721369135,0.6092882365142729,0.5773636822418915,0.6153521129504925,0.640207598661276,0.641757245221576,0.6807740418884412,0.6538159814333004,0.6090786933412407,0.6008176190496385,0.6223132355638037,0.6089226960803106,0.5667882367608315,0.6124009961290146,0.5904930757510424,0.5515725131940997,0.5647475735267093,0.5517261516772992,0.5528783523892817,0.5667053584314214,0.5308144100469742,0.5542192866714976,0.5735934660613269,0.5723251917644616,0.6009436163748222,0.5849065674993863,0.5444233589389988,0.47525468680399385,0.5236203044394407,0.5210304633751933,0.545341793933301,0.5527429129752682,0.47847722595353126,0.0010527700651437044,6.53678716844297e-06,0.002569897100329399,1.3616397154692095e-05,0.0014175574760884047,0.0033887973986566067,1.3067160074574334e-66,0.8015081251673641,0.0,0.7059431670577038,1.770723119296287e-73,4.05835745031632e-97,0.2833975851535797,0.022140955552458763,0.39387795329093933,0.03735523670911789,0.4505573511123657,0.39113202691078186
10,0.6509532923395756,0.6612634340339085,0.6312529185896693,0.6038659383116662,0.6572744462774986,0.6311512366298768,0.5759585395663593,0.5964570363536962,0.5712870690367692,0.5891919007550526,0.5667179956882051,0.5793712683242351,0.6069452559607862,0.6240787539000348,0.6031693013145368,0.6381131969483768,0.5880619208837959,0.6049947982538012,0.6304673459538896,0.6494486759980242,0.6106589042317891,0.5728704444348369,0.639865631699238,0.6089695101600374,0.5467153651613758,0.5598583044509332,0.5276436525479371,0.542944237046437,0.5296186087637772,0.5320941736938776,0.5544283554596199,0.5693805122772648,0.54598206180903,0.5646374840940058,0.5375280672645795,0.5450032942120424,0.46610506482758407,0.48944405089897647,0.4535271179361155,0.5096334149904649,0.4350643329355268,0.46954732527283644,0.0013086048420518637,9.2029404186178e-06,0.002282939851284027,2.0020181182189845e-05,0.001520132995210588,0.001976211089640856,3.7264158086183e-88,0.6726646894143464,3.236934931426929e-270,0.2828526558862099,9.627739318354319e-88,7.048960217668097e-51,0.3571206033229828,0.021301761269569397,0.32898834347724915,0.056698575615882874,0.3901946246623993,0.4212367832660675
11,0.6176177944469804,0.6218409970651291,0.6187476620729317,0.5792344699847242,0.6139526251522227,0.6077735972025622,0.6008034666983327,0.5829589237773503,0.5832021922883797,0.5833746642350347,0.5896513475613774,0.5715671150855913,0.6387498149496555,0.616132322878282,0.6194103344748182,0.6326565145403263,0.6313224056587857,0.6164457759055046,0.6110686630041746,0.6181427255976948,0.6049631501964894,0.567984028461788,0.6083116235945033,0.5964795622983374,0.5684151112045357,0.5430855895323636,0.5388217527463683,0.5422194446315969,0.5492525990401479,0.5274448102585632,0.5864180944675799,0.5630286970447804,0.565801920632172,0.5762676598281941,0.5722860051319779,0.5538192894140396,0.5129297397595503,0.4723467926387439,0.46585179604955657,0.49071537852330993,0.5145359244808697,0.4676699802346268,0.0010509340791031718,4.0480649659002665e-06,0.0026768771931529045,1.880915260699112e-05,0.003909957595169544,0.0025104377418756485,4.15015250911154e-71,0.7800357936101959,0.0,0.3167221803818372,1.4558884572277354e-186,1.347253791973495e-63,0.35004761815071106,0.008993792347609997,0.3825150430202484,0.06883594393730164,0.7975329160690308,0.3084028363227844
12,0.649294105245404,0.6468454418957665,0.6413458003035925,0.584972360431776,0.6487010667903526,0.6393238530949571,0.560870314162986,0.53785850862002,0.5554301335940011,0.5738890318394823,0.5470886814094639,0.560481107187891,0.5752685671869039,0.5477650310619252,0.576948568949508,0.6218007480745337,0.5685943372245154,0.584907605874341,0.6339175459820166,0.6371909198366652,0.6212446944710763,0.5753689921223731,0.6394486329623319,0.6197871662070271,0.5339449238793655,0.5149062496951332,0.5206188167232371,0.5306294799688243,0.5202501499308017,0.5190648347643515,0.5346454512063326,0.5154429898748345,0.5304460825997562,0.552693800139967,0.5266292474360107,0.5304381983616273,0.42614332401334043,0.35733786113754895,0.42262613638083746,0.4938259013691084,0.4079269296965647,0.45433153970767615,0.0013341467129066586,5.98103406446171e-06,0.0029294269625097513,1.6717793187126517e-05,0.001994085730984807,0.004249810706824064,2.4593482047570897e-86,0.5522231560479105,0.0,0.26784113615339916,1.7959543858484627e-175,9.164655997444444e-106,0.4830799996852875,0.03345993906259537,0.3346169590950012,0.04559226706624031,0.7435270547866821,0.4594423472881317
13,0.6468048203921352,0.6539644782545733,0.653552681187965,0.6098168012865413,0.6618551830446087,0.6574509366815832,0.5700981044070843,0.5826099341710208,0.5836510806919785,0.5983380918485051,0.5575092441740948,0.5929213436989366,0.593238846536958,0.6056194550273929,0.6161732830207698,0.6600806158605742,0.5789030130233985,0.6212893743649295,0.6365076018671678,0.6452735867587018,0.6380667747876331,0.5936080637513536,0.6559343286044143,0.6418934260822029,0.5450808000380141,0.5508429596986378,0.5432110601265536,0.5463915945543587,0.530799327624252,0.5413285171804392,0.5477159220187273,0.5548321322097879,0.5645427081836579,0.5768922185409231,0.5332476172943703,0.5534136595021713,0.4536579112577533,0.4812332166165382,0.49161009658922045,0.5703267305879786,0.43674818671790056,0.5183297267986127,0.0011828858405351639,3.820294296019711e-06,0.0027769606094807386,1.3926129213359673e-05,0.0005745895323343575,0.004398507531732321,1.9982053800217096e-77,0.696143121810664,0.0,0.5923584000155256,1.0855624327736486e-29,1.0913854686820438e-101,0.3309079110622406,0.02876623161137104,0.4069669842720032,0.053818926215171814,0.39688920974731445,0.4652169644832611
